airport_id;airport_name;airport_latitude;airport_longitude;airport_city;airport_country_iso;airport_continent_iso
VOD;Vodochody Airport;50,216599;14,3958;Vodochody;CZ;EU
ZBE;Zabreh Ostrava Airfield;49,928299;18,0783;Zabreh;CZ;EU
LLL;Lissadell Airport;-16,661;128,594;Lissadell Station;AU;OC
GZM;Xewkija Heliport;36,027199;14,2728;Gozo;MT;EU
MLA;Malta International Airport;35,857498;14,4775;Valletta;MT;EU
MCM;Monaco Heliport;43,725798;7,419673;Fontvieille;MC;EU
HOH;Hohenems-Dornbirn Airfield;47,384998;9,7;Hohenems / Dornbirn;AT;EU
GRZ;Graz Airport;46,9911;15,4396;Graz (Feldkirchen bei Graz);AT;EU
INN;Innsbruck Airport;47,260201;11,344;Innsbruck;AT;EU
KLU;Klagenfurt Airport;46,642502;14,3377;Klagenfurt am Wörthersee;AT;EU
LNZ;Linz-Hörsching Airport / Vogler Air Base;48,2332;14,1875;Linz;AT;EU
SZG;Salzburg Airport;47,7933006287;13,0043001175;Salzburg;AT;EU
VIE;Vienna International Airport;48,110298;16,5697;Vienna;AT;EU
AVR;Alverca Air Base;38,883301;-9,0301;Vila Franca de Xira;PT;EU
BGC;Bragança Airport;41,8578;-6,70713;Bragança;PT;EU
BYJ;Beja Airport / Airbase;38,078899;-7,9324;Beja;PT;EU
BGZ;Braga Municipal Aerodrome;41,5871009827;-8,445139884949999;Braga;PT;EU
CHV;Aerodromo de Chaves;41,722356;-7,463064;Chaves;PT;EU
CAT;Cascais Airport;38,724998;-9,35523;Cascais;PT;EU
FAO;Faro Airport;37,0144004822;-7,96590995789;Faro;PT;EU
FNC;Madeira International Airport Cristiano Ronaldo;32,697899;-16,7745;Funchal;PT;EU
QLR;Monte Real Air Base;39,828335;-8,8875;;PT;EU
PRM;Portimão Airport;37,1493;-8,58396;Portimão;PT;EU
OPO;Francisco de Sá Carneiro Airport;41,2481002808;-8,68138980865;Porto;PT;EU
PXO;Porto Santo Airport;33,0733985901;-16,3500003815;Vila Baleira;PT;EU
LIS;Humberto Delgado Airport (Lisbon Portela Airport);38,7813;-9,13592;Lisbon;PT;EU
SIE;Sines Airport;37,941692;-8,817301;;PT;EU
VRL;Vila Real Airport;41,2743;-7,72047;Vila Real;PT;EU
VSE;Aerodromo Goncalves Lobato (Viseu Airport);40,725498;-7,88899;Viseu;PT;EU
BNX;Banja Luka International Airport;44,94139862060547;17,297500610351562;Banja Luka;BA;EU
OMO;Mostar International Airport;43,282901763916016;17,84589958190918;Mostar;BA;EU
SJJ;Sarajevo International Airport;43,8246;18,331499;Sarajevo;BA;EU
TZL;Tuzla International Airport;44,458698;18,7248;Tuzla;BA;EU
ARW;Arad International Airport;46,17660140991211;21,261999130249023;Arad;RO;EU
BCM;Bacău Airport;46,52190017700195;26,91029930114746;Bacău;RO;EU
BAY;Maramureș International Airport;47,660598;23,467252;Baia Mare;RO;EU
BBU;Băneasa International Airport;44,503201;26,1021;Bucharest;RO;EU
CND;Mihail Kogălniceanu International Airport;44,36220169067383;28,488300323486328;Constanţa;RO;EU
CLJ;Cluj-Napoca International Airport;46,785198;23,686199;Cluj-Napoca;RO;EU
CSB;Caransebeş Airport;45,41999816894531;22,25329971313477;Caransebeş;RO;EU
CRA;Craiova Airport;44,3181;23,888599;Craiova;RO;EU
IAS;Iaşi Airport;47,180278;27,620833;Iaşi;RO;EU
OMR;Oradea International Airport;47,025299072265625;21,90250015258789;Oradea;RO;EU
OTP;Henri Coandă International Airport;44,571111;26,085;Bucharest;RO;EU
SBZ;Sibiu International Airport;45,78559875488281;24,09129905700684;Sibiu;RO;EU
SUJ;Satu Mare Airport;47,70330047607422;22,88570022583008;Satu Mare;RO;EU
SCV;Suceava Stefan cel Mare Airport;47,6875;26,35409927368164;Suceava;RO;EU
TCE;Tulcea Danube Delta Airport;45,0625;28,7143;Tulcea;RO;EU
TGM;Transilvania Târgu Mureş International Airport;46,46770095825195;24,412500381469727;Târgu Mureş;RO;EU
TSR;Timişoara Traian Vuia Airport;45,80989837646485;21,337900161743164;Timişoara;RO;EU
GVA;Geneva Cointrin International Airport;46,23809814453125;6,108950138092041;Geneva;CH;EU
SIR;Sion Airport;46,219166;7,326944;Sion;CH;EU
EML;Emmen Air Base;47,092444;8,305184;;CH;EU
ZIN;Interlaken Air Base;46,6766014;7,8790798;;CH;EU
LUG;Lugano Airport;46,00429916379999;8,9105796814;Lugano;CH;EU
BRN;Bern Belp Airport;46,914100647;7,497149944309999;Bern;CH;EU
BXO;Buochs Airport;46,974444;8,396944;Buochs;CH;EU
ZHI;Grenchen Airport;47,181599;7,41719;Grenchen;CH;EU
ZRH;Zürich Airport;47,458056;8,548056;Zurich;CH;EU
ZJI;Locarno Airport;46,1608009338;8,87860965729;Locarno;CH;EU
ACH;St Gallen Altenrhein Airport;47,485001;9,56077;Altenrhein;CH;EU
SMV;Samedan Airport;46,53409957885742;9,884110450744627;;CH;EU
GKD;Gökçeada Airport;40,204498;25,883302;Gökçeada;TR;EU
LTB;Latrobe Airport;-41,2351880307;146,396169662;Latrobe;AU;OC
ISL;İstanbul Atatürk Airport;40,971913;28,823714;Bakırköy, Istanbul;TR;EU
TEQ;Tekirdağ Çorlu Airport;41,13819885253906;27,919099807739254;Çorlu;TR;EU
IST;İstanbul Airport;41,261297;28,741951;Arnavutköy, Istanbul;TR;EU
BZY;Bălți International Airport;47,837666;27,781108;Bălți;MD;EU
KIV;Chişinău International Airport;46,92770004272461;28,93099975585937;Chişinău;MD;EU
OHD;Ohrid St. Paul the Apostle Airport;41,18;20,7423;Ohrid;MK;EU
SKP;Skopje International Airport;41,961601;21,621401;Skopje;MK;EU
GIB;Gibraltar Airport;36,151199;-5,34966;Gibraltar;GI;EU
UZC;Ponikve Airport;43,898899;19,697701;Užice;RS;EU
BEG;Belgrade Nikola Tesla Airport;44,8184013367;20,3090991974;Belgrade;RS;EU
IVG;Berane Airport;42,8390007019043;19,86199951171875;Berane;ME;EU
BJY;Batajnica Air Base;44,935299;20,2575;Batajnica;RS;EU
KVO;Morava Airport;43,818298;20,5872;Kraljevo;RS;EU
INI;Nis Airport;43,337299;21,853701;Nis;RS;EU
TGD;Podgorica Airport / Podgorica Golubovci Airbase;42,359402;19,2519;Podgorica;ME;EU
TIV;Tivat Airport;42,40470123291016;18,72330093383789;Tivat;ME;EU
BTS;M. R. Štefánik Airport;48,17020034790039;17,21269989013672;Bratislava;SK;EU
KSC;Košice Airport;48,66310119628906;21,241100311279297;Košice;SK;EU
LUE;Lučenec Airport;48,33940124511719;19,73579978942871;Lučenec;SK;EU
PZY;Piešťany Airport;48,62519836425781;17,828399658203125;Piešťany;SK;EU
POV;Prešov Air Base;49,02970123291;21,315599441528;Prešov;SK;EU
SLD;Sliač Airport;48,63779830932617;19,13409996032715;Sliač;SK;EU
TAT;Poprad-Tatry Airport;49,073601;20,2411;Poprad;SK;EU
ILZ;Žilina Airport;49,231499;18,613501;Žilina;SK;EU
MIZ;Mainoru Airstrip;-14,0533;134,0942;Mainoru;AU;OC
MRT;Moroak Airport;-14,818133;133,700594;Moroak;AU;OC
NRY;Newry Airport;-16,0442;129,2638;Newry;AU;OC
AHB;Abha International Airport;18,2404;42,656601;Abha;SA;AS
HOF;Al-Ahsa International Airport;25,285299;49,485199;Hofuf;SA;AS
ABT;King Saud Bin Abdulaziz (Al Baha) Airport;20,298506;41,636153;Al Aqiq;SA;AS
BHH;Bisha Airport;19,984399795532227;42,62089920043945;;SA;AS
DMM;King Fahd International Airport;26,471200942993164;49,79790115356445;Ad Dammam;SA;AS
DWD;King Salman Abdulaziz Airport;24,4499;44,121201;Dawadmi;SA;AS
DHA;King Abdulaziz Air Base;26,2654;50,152;Dhahran;SA;AS
GIZ;Jizan Regional Airport / King Abdullah bin Abdulaziz Airport;16,9011;42,5858;Jizan;SA;AS
ELQ;Gassim Airport;26,30279922485352;43,77439880371094;;SA;AS
URY;Gurayat Domestic Airport;31,412413;37,278898;Gurayat;SA;AS
HAS;Ha'il Airport;27,437901;41,686298;Ha'il;SA;AS
QJB;Jubail Airport;27,03899955749512;49,40510177612305;Jubail;SA;AS
JED;King Abdulaziz International Airport;21,6796;39,156502;Jeddah;SA;AS
KMC;King Khaled Military City Airport;27,9009;45,528198;King Khaled Military City;SA;AS
KMX;King Khalid Air Base;18,2973;42,803501;Khamis Mushait;SA;AS
MED;Prince Mohammad Bin Abdulaziz Airport;24,5534;39,705101;Medina;SA;AS
EAM;Najran Domestic Airport;17,611401;44,419201;Najran;SA;AS
NUM;Neom Bay Airport;27,927598;35,28874;Neom;SA;AS
AQI;Al Qaisumah/Hafr Al Batin Airport;28,335199;46,125099;Qaisumah;SA;AS
AKH;Prince Sultan Air Base;24,062700271606445;47,58050155639648;;SA;AS
RAH;Rafha Domestic Airport;29,626399993896484;43,4906005859375;Rafha;SA;AS
RUH;King Khaled International Airport;24,957599639892575;46,69879913330078;Riyadh;SA;AS
RAE;Arar Domestic Airport;30,90660095214844;41,13819885253906;Arar;SA;AS
XXN;Riyadh Air Base;24,709800720214844;46,72520065307617;Riyadh;SA;AS
SHW;Sharurah Domestic Airport;17,4669;47,121399;Sharurah;SA;AS
AJF;Al-Jawf Domestic Airport;29,78510093688965;40,09999847412109;Al-Jawf;SA;AS
SLF;As-Sulayyil Airport;20,464701;45,619598;As-Sulayyil;SA;AS
TUU;Tabuk Airport;28,3654;36,6189;Tabuk;SA;AS
TIF;Ta’if Regional Airport;21,483001;40,543442;Ta’if;SA;AS
TUI;Turaif Domestic Airport;31,692188;38,731544;Turaif;SA;AS
WAE;Wadi Al Dawasir Domestic Airport;20,504299;45,1996;Wadi Al Dawasir;SA;AS
EJH;Al Wajh Domestic Airport;26,198601;36,476398;Al Wajh;SA;AS
YNB;Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport;24,144199;38,0634;Yanbu;SA;AS
ZUL;Zilfi Airport;26,350000381469727;44,83300018310547;Zilfi;SA;AS
OXO;Orientos Airport;-28,0598;141,5361;Orientos;AU;OC
RCN;American River Airport;-35,7574;137,7759;American River;AU;OC
RKY;Rokeby Airport;-13,6434;142,641;Rokeby;AU;OC
RLP;Rosella Plains Airport;-18,4253;144,4587;Rosella Plains;AU;OC
RMU;Región de Murcia International Airport;37,803;-1,125;Corvera;ES;EU
RPV;Roper Valley Airport;-14,9215;134,05;Roper Valley;AU;OC
RSE;Rose Bay Seaplane Base;-33,869;151,262;Sydney;AU;OC
RSI;Red Sea International Airport;25,630278;37,078333;Red Sea Project;SA;AS
SLJ;Solomon Airport;-22,25677;117,850454;Karijini National Park;AU;OC
SRM;Sandringham Airport;-24,0568;139,0821;Sandringham Station;AU;OC
SWZ;Western Sydney International (Nancy Bird Walton) Airport;-33,879444;150,739722;Sydney (Badgerys Creek);AU;OC
MXR;Myrhorod Air Base;49,932;33,641;Myrhorod;UA;EU
KHU;Kakhnovka Airfield;49,136799;33,477893;Kremenchuk;UA;EU
KBP;Boryspil International Airport;50,345001;30,894699;Kiev;UA;EU
DOK;Donetsk Sergei Prokofiev International Airport;48,075072;37,72527;Donetsk;UA;EU
KRQ;Kramatorsk Airport;48,706799;37,630922;Kramatorsk;UA;EU
MPW;Mariupol International Airport;47,07609939575195;37,44960021972656;Mariupol;UA;EU
SEV;Sievierodonetsk Airport;48,900926;38,54279;Sievierodonetsk;UA;EU
VSG;Luhansk International Airport;48,4174003601;39,3740997314;Luhansk;UA;EU
ERD;Berdyansk Airport;46,814999;36,758099;Berdyansk;UA;EU
DNK;Dnipropetrovsk International Airport;48,357200622558594;35,10060119628906;Dnipropetrovsk;UA;EU
OZH;Zaporizhzhia International Airport;47,867000579833984;35,31570053100586;Zaporizhia;UA;EU
KWG;Kryvyi Rih International Airport;48,04330062866211;33,209999084472656;Kryvyi Rih;UA;EU
UKS;Sevastopol International Airport / Belbek Air Base;44,691822;33,57462;Sevastopol;UA;EU
SIP;Simferopol International Airport;45,0522;33,975101;Simferopol;UA;EU
KHC;Kerch Airport;45,372501373291016;36,40140151977539;Kerch;UA;EU
HRK;Kharkiv International Airport;49,924801;36,290001;Kharkiv;UA;EU
PLV;Suprunovka Airport;49,56859970092773;34,39720153808594;Poltava;UA;EU
UMY;Sumy Airport;50,85829925537109;34,76250076293945;Sumy;UA;EU
CKC;Cherkasy International Airport;49,41559982299805;31,99530029296875;Cherkasy;UA;EU
KGO;Kirovograd Airport;48,54280090332031;32,28499984741211;Kirovograd;UA;EU
IEV;Kiev Zhuliany International Airport;50,40194;30,45194;Kiev;UA;EU
GML;Hostomel Airport;50,6035;30,1919;Kiev;UA;EU
ZTR;Zhytomyr Airport;50,270556;28,738611;;UA;EU
UCK;Lutsk Airport;50,678404;25,487165;Lutsk;UA;EU
HMJ;Khmelnytskyi Airport;49,359699;26,933399;Khmelnytskyi;UA;EU
IFO;Ivano-Frankivsk International Airport;48,88420104980469;24,68610000610352;Ivano-Frankivsk;UA;EU
LWO;Lviv International Airport;49,8125;23,9561;Lviv;UA;EU
CWC;Chernivtsi International Airport;48,2593002319336;25,98080062866211;Chernivtsi;UA;EU
RWN;Rivne International Airport;50,60710144042969;26,141599655151367;Rivne;UA;EU
UDJ;Uzhhorod International Airport;48,6343002319336;22,263399124145508;Uzhhorod;UA;EU
KHE;Kherson International Airport;46,6758;32,506401;Kherson;UA;EU
NLV;Mykolaiv International Airport;47,057899;31,9198;Nikolayev;UA;EU
ODS;Odessa International Airport;46,4268;30,6765;Odessa;UA;EU
CEJ;Chernihiv Shestovytsia Airport;51,402199;31,1583;Chernihiv;UA;EU
VIN;Vinnytsia/Gavyryshivka International Airport;49,242531;28,613778;Vinnitsa;UA;EU
CSH;Solovki Airport;65,0299987793;35,7333335876;Solovetsky Islands;RU;EU
CEE;Cherepovets Airport;59,273601532;38,0158004761;Cherepovets;RU;EU
ULH;Majeed Bin Abdulaziz Airport;26,48;38,128889;Al Ula;SA;AS
LED;Pulkovo Airport;59,80030059814453;30,262500762939453;St. Petersburg;RU;EU
KVK;Kirovsk-Apatity Airport;67,46330261230469;33,58829879760742;Apatity;RU;EU
MMK;Murmansk Airport;68,78170013427734;32,75080108642578;Murmansk;RU;EU
NVR;Novgorod Airport;58,49330139160156;31,24169921875;Velikiy Novgorod;RU;EU
VLU;Velikiye Luki Airport;56,38109970092773;30,60810089111328;Velikiye Luki;RU;EU
PKV;Pskov Airport;57,78390121459961;28,39559936523437;Pskov;RU;EU
PES;Petrozavodsk Airport;61,88520050048828;34,15470123291016;Petrozavodsk;RU;EU
VGD;Vologda Airport;59,282501220703125;39,94440078735352;Vologda;RU;EU
BQT;Brest Airport;52,108299;23,8981;Brest;BY;EU
GME;Gomel Airport;52,527000427246094;31,016700744628903;Gomel;BY;EU
VTB;Vitebsk Vostochny Airport;55,126499176025;30,349599838257;Vitebsk;BY;EU
KGD;Khrabrovo Airport;54,88999938964844;20,59259986877441;Kaliningrad;RU;EU
GNA;Hrodna Airport;53,60200119018555;24,053800582885746;Hrodna;BY;EU
MHP;Minsk 1 Airport;53,864498;27,5397;Minsk;BY;EU
MSQ;Minsk National Airport;53,888071;28,039964;Minsk;BY;EU
MVQ;Mogilev Airport;53,95489883422852;30,09510040283203;Mogilev;BY;EU
AAQ;Anapa Vityazevo Airport;45,002102;37,347301;Krasnyi Kurgan;RU;EU
EIK;Yeysk Airport;46,68;38,21;Yeysk;RU;EU
GDZ;Gelendzhik Airport;44,5820926295;38,0124807358;Gelendzhik;RU;EU
KRR;Krasnodar Pashkovsky International Airport;45,034698486328;39,170501708984;Krasnodar;RU;EU
ROV;Platov International Airport;47,493888;39,924722;Rostov-on-Don;RU;EU
RVI;Rostov-on-Don Airport;47,258203;39,8181;Rostov-on-Don;RU;EU
TGK;Taganrog Yuzhny Airport;47,1983333;38,8491667;Taganrog;RU;EU
AER;Sochi International Airport;43,449902;39,9566;Sochi;RU;EU
BKA;Bykovo Airport;55,617199;38,060001;Moscow;RU;EU
KLF;Grabtsevo Airport;54,5499992371;36,3666687012;Kaluga;RU;EU
RYB;Staroselye Airport;58,10419845581055;38,92940139770508;Rybinsk;RU;EU
BZK;Bryansk Airport;53,214199;34,176399;Bryansk;RU;EU
ZIA;Zhukovsky International Airport;55,553299;38,150002;Moscow;RU;EU
DME;Domodedovo International Airport;55,40879821777344;37,90629959106445;Moscow;RU;EU
SVO;Sheremetyevo International Airport;55,972599;37,4146;Moscow;RU;EU
KLD;Migalovo Air Base;56,82469940185547;35,7577018737793;Tver;RU;EU
OSF;Ostafyevo International Airport;55,511667;37,507222;Moscow;RU;EU
CKL;Chkalovskiy Air Base;55,8783;38,061699;Moscow;RU;EU
EGO;Belgorod International Airport;50,643798828125;36,5900993347168;Belgorod;RU;EU
URS;Kursk East Airport;51,7505989074707;36,29560089111328;Kursk;RU;EU
LPK;Lipetsk Airport;52,70280075073242;39,53779983520508;Lipetsk;RU;EU
VOZ;Voronezh International Airport;51,81420135498047;39,22959899902344;Voronezh;RU;EU
OEL;Oryol Yuzhny Airport;52,9347000122;36,0022010803;Orel;RU;EU
RZN;Turlatovo Airport;54,55590057373047;39,855201721191406;Ryazan;RU;EU
TYA;Klokovo Airfield;54,239;37,6;Tula;RU;EU
VKO;Vnukovo International Airport;55,5914993286;37,2615013123;Moscow;RU;EU
VIF;Vieste Heliport;41,866417;16,165116;Vieste;IT;EU
WAN;Waverney Airport;-25,3563;141,9254;Waverney;AU;OC
WHL;Welshpool Airport;-38,682382;146,445331;Welshpool;AU;OC
WID;RAF Wildenrath;51,1141;6,2151;British Armed Forces;DE;EU
LNX;Smolensk North Airport;54,824;32,025;Smolensk;RU;EU
ALH;Albany Airport;-34,94329833984375;117,80899810791016;Albany;AU;OC
ABG;Abingdon Downs Airport;-17,607542;143,183245;;AU;OC
AWN;Alton Downs Airport;-26,488959;139,259906;;AU;OC
AUD;Augustus Downs Airport;-18,51499938964844;139,8780059814453;;AU;OC
MRP;Marla Airport;-27,334298;133,627696;;AU;OC
AXL;Alexandria Homestead Airport;-19,060199737548828;136,7100067138672;;AU;OC
AXC;Aramac Airport;-22,95788;145,249504;;AU;OC
ADO;Andamooka Airport;-30,438299;137,136993;;AU;OC
AMX;Ammaroo Airport;-21,738300323486328;135,24200439453125;;AU;OC
AMT;Amata Airport;-26,097363;131,202732;;AU;OC
WLP;West Angelas Airport;-23,1355555556;118,707222222;;AU;OC
AYL;Anthony Lagoon Airport;-18,018079031;135,535068512;;AU;OC
ABH;Alpha Airport;-23,653275;146,582479;Alpha;AU;OC
ARY;Ararat Airport;-37,309978;142,988688;Ararat;AU;OC
GYL;Argyle Airport;-16,6369;128,451004;;AU;OC
ARM;Armidale Airport;-30,5280990601;151,617004395;Armidale;AU;OC
AAB;Arrabury Airport;-26,69639;141,048718;Tanbar;AU;OC
AUU;Aurukun Airport;-13,354067;141,72065;Aurukun;AU;OC
AWP;Austral Downs Airport;-20,5;137,75;;AU;OC
AVG;Auvergne Airport;-15,699999809265137;130,0;;AU;OC
AYQ;Ayers Rock Connellan Airport;-25,1861;130,975998;Ayers Rock;AU;OC
AYR;Ayr Airport;-19,595832;147,324495;Ayr;AU;OC
BCI;Barcaldine Airport;-23,566268;145,302086;Barcaldine;AU;OC
ASP;Alice Springs Airport;-23,806699752807617;133,90199279785156;Alice Springs;AU;OC
BDD;Badu Island Airport;-10,1499996185;142,1734;;AU;OC
BKP;Barkly Downs Airport;-20,4958333333;138,474722222;;AU;OC
BBE;Big Bell Airport;-27,3285999298;117,672996521;Big Bell;AU;OC
BNE;Brisbane International Airport;-27,38419914245605;153,11700439453125;Brisbane;AU;OC
OOL;Gold Coast Airport;-28,165962;153,506641;Gold Coast;AU;OC
BKQ;Blackall Airport;-24,431678;145,429716;Blackall;AU;OC
CNS;Cairns International Airport;-16,885799408;145,755004883;Cairns;AU;OC
CTL;Charleville Airport;-26,4132995605;146,261993408;Charleville;AU;OC
BDW;Bedford Downs Airport;-17,286699295;127,462997437;;AU;OC
BXG;Bendigo Airport;-36,7393989563;144,330001831;;AU;OC
BVI;Birdsville Airport;-25,897499084472656;139,34800720214844;;AU;OC
BXF;Bellburn Airstrip;-17,545;128,305;Pumululu National Park;AU;OC
BTX;Betoota Airport;-25,694791;140,738339;;AU;OC
BEE;Beagle Bay Airport;-17,0165;122,6464;Dampier Peninsula;AU;OC
OCM;Boolgeeda;-22,54;117,275;;AU;OC
BQW;Balgo Hill Airport;-20,1483;127,973;Balgo;AU;OC
BHQ;Broken Hill Airport;-32,0013999939;141,472000122;Broken Hill;AU;OC
HTI;Hamilton Island Airport;-20,3581008911;148,95199585;Hamilton Island;AU;OC
BEU;Bedourie Airport;-24,346099853515625;139,4600067138672;;AU;OC
BIW;Billiluna Airport;-19,5666999817;127,666999817;;AU;OC
BZP;Bizant Airport;-14,7402777778;144,119444444;Lakefield National Park;AU;OC
BRK;Bourke Airport;-30,03919982910156;145,95199584960938;;AU;OC
BUC;Burketown Airport;-17,748600006103516;139,53399658203125;;AU;OC
BLN;Benalla Airport;-36,551899;146,007004;;AU;OC
LCN;Balcanoona Airport;-30,53499984741211;139,33700561523438;;AU;OC
ZBL;Biloela Airport;-24,320816;150,509627;Biloela;AU;OC
BLS;Bollon Airport;-28,051247;147,481799;;AU;OC
BQB;Busselton Regional Airport;-33,6884231567;115,401596069;;AU;OC
ISA;Mount Isa Airport;-20,6639003754;139,488998413;Mount Isa;AU;OC
BFC;Bloomfield River Airport;-15,8736000061;145,330001831;;AU;OC
MKY;Mackay Airport;-21,170816;149,182588;Mackay;AU;OC
BNK;Ballina Byron Gateway Airport;-28,833236;153,561471;Ballina;AU;OC
BSJ;Bairnsdale Airport;-37,88750076293945;147,5679931640625;;AU;OC
GIC;Boigu Airport;-9,23278045654;142,218002319;;AU;OC
OKY;Oakey Army Aviation Centre;-27,409262;151,736727;;AU;OC
BQL;Boulia Airport;-22,913299560546875;139,89999389648438;;AU;OC
BMP;Brampton Island Airport;-20,804633;149,279931;;AU;OC
PPP;Proserpine Whitsunday Coast Airport;-20,494416;148,553583;Proserpine;AU;OC
ROK;Rockhampton Airport;-23,380019;150,475359;Rockhampton;AU;OC
BOX;Borroloola Airport;-16,075300216674805;136,302001953125;;AU;OC
BME;Broome International Airport;-17,949055;122,228329;Broome;AU;OC
BZD;Balranald Airport;-34,62360000610352;143,5780029296875;;AU;OC
BTD;Brunette Downs Airport;-18,637472;135,938355;;AU;OC
BWQ;Brewarrina Airport;-29,973899841308597;146,81700134277344;;AU;OC
BYP;Barimunya Airport;-22,673900604248;119,16600036621;;AU;OC
MCY;Sunshine Coast Airport;-26,593324;153,08319;Maroochydore;AU;OC
BHS;Bathurst Airport;-33,406817;149,651161;Bathurst;AU;OC
BRT;Bathurst Island Airport;-11,764966;130,615774;Wurrumiyanga;AU;OC
TSV;Townsville Airport / RAAF Base Townsville;-19,252904;146,766512;Townsville;AU;OC
BLT;Blackwater Airport;-23,603099822998047;148,8070068359375;;AU;OC
BVW;Batavia Downs Airport;-12,6591997147;142,675003052;;AU;OC
BDB;Bundaberg Airport;-24,905039;152,322612;Bundaberg;AU;OC
BUY;Bunbury Airport;-33,378299713134766;115,677001953125;;AU;OC
BIP;Bulimba Airport;-16,8808002472;143,479003906;;AU;OC
ZBO;Bowen Airport;-20,017999;148,215245;Bowen;AU;OC
WEI;Weipa Airport;-12,6786003113;141,925003052;Weipa;AU;OC
BCK;Bolwarra Airport;-17,388299942;144,169006348;;AU;OC
WTB;Toowoomba Wellcamp Airport;-27,558332;151,793335;Toowoomba;AU;OC
BWB;Barrow Island Airport;-20,86440086364746;115,40599822998048;;AU;OC
BVZ;Beverley Springs Airport;-16,733252;125,439245;;AU;OC
CTR;Cattle Creek Airport;-17,607000351;131,548995972;;AU;OC
CGV;Caiguna Airport;-32,280457;125,477943;;AU;OC
CLH;Coolah Airport;-31,773864;149,615322;;AU;OC
CVQ;Carnarvon Airport;-24,880091;113,670752;Carnarvon;AU;OC
CSI;Casino Airport;-28,881304;153,060724;;AU;OC
CAZ;Cobar Airport;-31,538299560546875;145,79400634765625;;AU;OC
COJ;Coonabarabran Airport;-31,332500457763672;149,26699829101562;;AU;OC
CBY;Canobie Airport;-19,4794006348;140,927001953;Canobie;AU;OC
CBI;Cape Barren Island Airport;-40,391700744628906;148,01699829101562;;AU;OC
CPD;Coober Pedy Airport;-29,040000915527344;134,7209930419922;;AU;OC
CRB;Collarenebri Airport;-29,521699905395508;148,58200073242188;;AU;OC
CCL;Chinchilla Airport;-26,774999618530277;150,61700439453125;;AU;OC
CNC;Coconut Island Airport;-10,050000190734863;143,07000732421875;;AU;OC
CNJ;Cloncurry Airport;-20,6686000824;140,503997803;Cloncurry;AU;OC
CBX;Condobolin Airport;-33,06565;147,21316;;AU;OC
CUD;Caloundra Airport;-26,80336;153,104975;Caloundra;AU;OC
CED;Ceduna Airport;-32,13059997558594;133,7100067138672;;AU;OC
CVC;Cleve Airport;-33,70970153808594;136,5050048828125;;AU;OC
CFI;Camfield Airport;-17,021699905395508;131,32699584960938;;AU;OC
CFH;Clifton Hills Airport;-27,018299102800004;138,891998291;Clifton Hills;AU;OC
CQP;Cape Flattery Airport;-14,970832;145,311667;;AU;OC
CFS;Coffs Harbour Airport;-30,320601;153,115997;Coffs Harbour;AU;OC
LLG;Chillagoe Airport;-17,1427993774;144,529006958;;AU;OC
CRH;Cherrabah Airport;-28,4301;152,08895;Cherrabah Homestead Resort;AU;OC
CKW;Christmas Creek Airport;-22,3543;119,6426;Christmas Creek Mine;AU;OC
CXT;Charters Towers Airport;-20,043100357055664;146,2729949951172;;AU;OC
DCN;RAAF Base Curtin;-17,5814;123,828003;Derby;AU;OC
CKI;Croker Island Airport;-11,164999961853027;132,48300170898438;;AU;OC
CTN;Cooktown Airport;-15,443649;145,183221;;AU;OC
CMQ;Clermont Airport;-22,773099899291992;147,62100219726562;;AU;OC
CMA;Cunnamulla Airport;-28,030000686645508;145,6219940185547;;AU;OC
CML;Camooweal Airport;-19,911699295043945;138,125;;AU;OC
NIF;Camp Nifty Airport;-21,67169952392578;121,58699798583984;;AU;OC
CES;Cessnock Airport;-32,787498;151,341995;;AU;OC
CNB;Coonamble Airport;-30,980946;148,377833;;AU;OC
ODL;Cordillo Downs Airport;-26,74530029296875;140,63800048828125;Cordillo Downs;AU;OC
CUQ;Coen Airport;-13,761133;143,113311;Coen;AU;OC
CIE;Collie Airport;-33,3666992188;116,217002869;Collie;AU;OC
OOM;Cooma Snowy Mountains Airport;-36,300445;148,972408;Cooma;AU;OC
CDA;Cooinda Airport;-12,903300285339355;132,53199768066406;;AU;OC
CWW;Corowa Airport;-35,99470138549805;146,35699462890625;;AU;OC
CFP;Carpentaria Downs Airport;-18,718481;144,313028;Carpentaria Downs;AU;OC
CYG;Corryong Airport;-36,18280029296875;147,88800048828125;;AU;OC
CXQ;Christmas Creek Station Airport;-18,8728;125,934;Wangkat Jungka;AU;OC
CDQ;Croydon Airport;-18,225000381469727;142,25799560546875;;AU;OC
KCE;Collinsville Airport;-20,59670066833496;147,86000061035156;;AU;OC
CMD;Cootamundra Airport;-34,6239013671875;148,0279998779297;;AU;OC
CUG;Cudal Airport;-33,278026;148,768708;;AU;OC
CUY;Cue Airport;-27,44669914245605;117,91799926757812;;AU;OC
CJF;Coondewanna Airport;-22,96669960022;118,81300354004;Coondewanna;AU;OC
CWR;Cowarie Airport;-27,711700439453125;138,3280029296875;;AU;OC
CCW;Cowell Airport;-33,66669845581055;136,89199829101562;;AU;OC
CWT;Cowra Airport;-33,846894;148,648007;;AU;OC
COY;Coolawanyah Airport;-21,7946;117,755;Coolawanyah Station;AU;OC
DJR;Dajarra Airport;-21,70829963684082;139,5330047607422;;AU;OC
