station_id;station_name;station_latitud;station_longitud
70111;La Garena;40,4804888;-3,3930758
35002;Fuenlabrada;40,2833747;-3,7994538
35005;Illescas;40,12088;-3,842262
37406;Villanueva de La Serena;38,96886;-5,7965
37407;Don Benito;38,96695;-5,862923
37409;Valdetorres;38,913301;-6,069407
37410;Guarenya;38,896749;-6,128842
37600;Aljucen;38,936414;-6,407929
37611;Garrovilla-Las Vegas;38,915763;-6,47408
37608;Montijo-El Molino;38,913973;-6,618281
37604;Guadiana del Caudillo;38,922099;-6,689998
37311;Cabeza de Buey;38,72389;-5,227067
37404;Campanario;38,853395;-5,641415
37402;Castuera;38,735021;-5,541637
37400;Almorchon;38,696631;-5,290496
40002;Calamonte;38,886931;-6,382965
40004;Almendralejo;38,684662;-6,399815
40005;Villafranca de Los Barros;38,564402;-6,352048
40006;Los Santos de Maimona;38,449724;-6,361749
40008;Zafra Feria;38,424403;-6,410084
11004;Magaz;41,976561;-4,432114
11006;Quintana del Puente;42,079974;-4,19858
11009;Villaquiran;42,215717;-3,999396
60507;La Gineta;39,111665;-2,000155
60505;La Roda de Albacete;39,199594;-2,162547
60503;Minaya;39,240738;-2,348403
60402;Campo de Criptana;39,394343;-3,117746
3001;Mengibar-Artichuela (apd-Cgd);37,978219;-3,803308
50202;Almuradiel-Viso del Marques;38,514267;-3,501935
50200;Santa Cruz de Mudela;38,644428;-3,451493
60207;El Romeral;39,694516;-3,430502
60206;Tembleque;39,722958;-3,497354
65404;Lampolla-El Perello-Deltebre;40,812011;0,708221
65405;Lametlla de Mar;40,886188;0,800427
65420;L'HOSPITALET DE L'INFANT;40,995863;0,920733
65403;Camarles-Deltebre;40,774757;0,671647
65401;Camp-Redo;40,759135;0,555834
81106;Feculas-Navarra;42,411148;-2,098196
60901;Caudete;38,716163;-0,959727
10603;Corcos-Aguilarejo;41,766446;-4,623485
10604;Cubillas de Santa Marta;41,808861;-4,579754
14101;Monzon de Campos;42,105538;-4,501677
14117;El Carrion;42,105584;-4,501686
14102;Amusco;42,178019;-4,480743
14103;Pinya;42,211747;-4,434689
14108;Espinosa de Villagonzalo (apd);42,452373;-4,367811
14111;Herrera de Pisuerga;42,598477;-4,316683
14112;Alar del Rey-San Quirce;42,656837;-4,311372
14113;Mave;42,723726;-4,27616
14115;Quintanilla de Las Torres;42,81903;-4,202753
14206;Barcena;43,130561;-4,056662
14210;Los Corrales de Buelna;43,257961;-4,064679
14216;Renedo;43,355636;-3,953732
14220;Malianyo;43,41664;-3,841901
14230;Valdecilla;43,450492;-3,838889
14211;Las Caldas de Besaya;43,295518;-4,075294
15006;Cisneros;42,19112;-4,850249
15014;Santas Martas;42,460004;-5,386777
30110;Salamanca-La Alamedilla;40,966763;-5,656366
32009;Moriscos;41,011633;-5,584713
32008;Gomecello;41,041859;-5,541551
32007;Pitiegua;41,063741;-5,474174
32006;El Pedroso de La Armunya;41,079901;-5,406019
32004;Cantalapiedra;41,133585;-5,182961
32003;Fresno El Viejo;41,191351;-5,138061
32002;El Carpio;41,215464;-5,114466
32001;Campillo;41,259509;-5,017791
31200;Puebla de Sanabria;42,045763;-6,626848
31002;Nava del Rey;41,334716;-5,076818
31006;Toro;41,512201;-5,384953
31104;Carbajales de Alba;41,681542;-5,971906
31106;Ferreruela de Tabara;41,764106;-6,0739
31107;Abejera;41,80942;-6,141851
31108;Sarracin de Aliste;41,848497;-6,20513
31109;Cabanyas de Aliste;41,854595;-6,24635
31112;Linarejos-Pedroso;41,946963;-6,484541
67200;Teruel;40,341029;-1,110284
67004;Maria de Huerva;41,539759;-0,998082
67007;Aranyales de Muel;41,468946;-1,086394
67009;Longares;41,404787;-1,158791
67010;Carinyena;41,335586;-1,228422
67011;Encinacorba;41,28865;-1,278534
67013;Villarreal de Huerva;41,196498;-1,287096
67014;Villadoz;41,165482;-1,279339
67015;Badules;41,13951;-1,251572
67016;Villahermosa;41,108492;-1,239803
67017;Ferreruela;41,06387;-1,239384
67018;Cuencabuena;41,009293;-1,254641
67019;Lechago;40,957681;-1,269087
67020;Navarrete;40,936721;-1,261733
67021;Calamocha Nueva;40,903864;-1,299841
67100;Caminreal-Fuentes Claras;40,85111;-1,33765
67101;Torrijo del Campo;40,826012;-1,340498
67113;Monreal del Campo;40,782321;-1,360792
67103;Villafranca del Campo;40,683827;-1,357927
67105;Santa Eulalia del Campo;40,572917;-1,312995
67107;Cella;40,455266;-1,244329
67205;Sarrion;40,146339;-0,823631
67206;Mora de Rubielos;40,123142;-0,786145
67208;Barracas;40,01174;-0,696151
67215;Segorbe;39,8469583;-0,4824138
70706;Grisen;41,745261;-1,165924
70705;Plasencia de Jalon;41,68935;-1,234237
70704;Rueda de Jalon-Lumpiaque;41,638892;-1,281667
70703;Epila;41,60933;-1,301043
70702;Salillas de Jalon;41,56794;-1,325848
70701;Calatorao;41,528692;-1,360545
70700;Ricla-La Almunia;41,501394;-1,40345
70607;Morata de Jalon;41,475467;-1,479721
70606;Purroy;41,477236;-1,540446
70605;Mores;41,478667;-1,566238
70604;Sabinyan;41,443981;-1,571474
70603;Paracuellos-Sabinyan;41,42931;-1,567483
70602;Embid de Jalon;41,421676;-1,592127
70505;Terrer;41,322218;-1,709254
70504;Ateca;41,324659;-1,785268
70502;Alhama de Aragon;41,294398;-1,904454
70501;Cetina;41,295978;-1,961811
70405;Monreal de Ariza;41,298767;-2,110448
70404;Santa Maria de Huerta;41,264421;-2,177525
70503;Bubierca;41,31719;-1,855198
37308;Guadalmez-Los Pedroches;38,69921;-4,929771
37305;Almadenejos-Almaden;38,740578;-4,730387
37302;Brazatortas-Veredas;38,668758;-4,316468
30002;Plasencia;40,022282;-6,099397
50700;Los Rosales;37,5898444;-5,7261638
40122;Tocina;37,6092611;-5,7316916
40119;Villanueva del Rio-Minas;37,6616071;-5,712155
40115;Pedroso;37,8373261;-5,7624477
40113;Cazalla-Constantina;37,9327717;-5,7044058
40108;Guadalcanal;38,090197;-5,803388
40107;Fuente del Arco;38,16353;-5,900484
40105;Llerena;38,237;-6,009017
34010;Penyaranda de Bracamonte;40,898138;-5,206361
34014;Aldealengua;40,97989;-5,552951
34013;San Morales;40,984243;-5,492955
34012;Babilafuente;40,972426;-5,430593
34011;Villar de Gallimazo;40,951981;-5,296183
34008;Narros del Castillo;40,866641;-5,052869
34007;Crespos;40,87011;-4,96803
34005;San Pedro del Arroyo;40,803841;-4,871407
34002;Cardenyosa de Avila;40,73912;-4,75075
72400;El Prat Aeroport;41,303844;2,07218
99140;Madrid-Chamartin;40,471184;-3,682807
7004;Aguilas;37,4098333;-1,5725777
