route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id                                                                                                                                                                                                                                                                      
1060017000AV008,2022-09-012022-09-30080681,0806812022-09-01,,08068,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-032022-10-09080681,0806812022-10-03,,08068,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-102022-10-16080681,0806812022-10-10,,08068,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-172022-10-30080681,0806812022-10-17,,08068,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-312022-11-06080681,0806812022-10-31,,08068,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-072022-12-04080681,0806812022-11-07,,08068,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-12-052022-12-09080681,0806812022-12-05,,08068,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-012022-09-30080691,0806912022-09-01,,08069,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-032022-10-09080691,0806912022-10-03,,08069,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-102022-10-16080691,0806912022-10-10,,08069,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-172022-10-30080691,0806912022-10-17,,08069,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-312022-11-06080691,0806912022-10-31,,08069,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-11-072022-11-13080691,0806912022-11-07,,08069,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-11-142022-12-04080691,0806912022-11-14,,08069,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-12-052022-12-09080691,0806912022-12-05,,08069,,,                                                                                                                                                                                                                                                                                         
6060092102AV008,2022-09-042022-10-02080721,0807212022-09-04,,08072,,,                                                                                                                                                                                                                                                                                         
9210260000AV008,2022-09-042022-10-02080731,0807312022-09-04,,08073,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-012022-09-05080751,0807512022-09-01,,08075,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-062022-10-09080751,0807512022-09-06,,08075,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-10-102022-10-16080751,0807512022-10-10,,08075,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-10-172022-10-30080751,0807512022-10-17,,08075,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-10-312022-11-06080751,0807512022-10-31,,08075,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-11-072022-12-04080751,0807512022-11-07,,08075,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-12-052022-12-09080751,0807512022-12-05,,08075,,,                                                                                                                                                                                                                                                                                         
7840071801AV008,2022-09-012022-10-09080771,0807712022-09-01,,08077,,,                                                                                                                                                                                                                                                                                         
7840071801AV008,2022-10-102022-10-16080771,0807712022-10-10,,08077,,,                                                                                                                                                                                                                                                                                         
7840071801AV008,2022-10-172022-10-30080771,0807712022-10-17,,08077,,,                                                                                                                                                                                                                                                                                         
7840071801AV008,2022-10-312022-11-06080771,0807712022-10-31,,08077,,,                                                                                                                                                                                                                                                                                         
7840071801AV008,2022-11-072022-12-04080771,0807712022-11-07,,08077,,,                                                                                                                                                                                                                                                                                         
7840071801AV008,2022-12-052022-12-09080771,0807712022-12-05,,08077,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-09-012022-09-30080781,0807812022-09-01,,08078,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-032022-10-09080781,0807812022-10-03,,08078,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-102022-10-16080781,0807812022-10-10,,08078,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-172022-10-30080781,0807812022-10-17,,08078,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-312022-11-06080781,0807812022-10-31,,08078,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-072022-11-13080781,0807812022-11-07,,08078,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-142022-12-04080781,0807812022-11-14,,08078,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-12-052022-12-09080781,0807812022-12-05,,08078,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-012022-09-30080791,0807912022-09-01,,08079,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-032022-10-09080791,0807912022-10-03,,08079,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-102022-10-16080791,0807912022-10-10,,08079,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-172022-10-30080791,0807912022-10-17,,08079,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-312022-11-06080791,0807912022-10-31,,08079,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-11-072022-12-04080791,0807912022-11-07,,08079,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-12-052022-12-09080791,0807912022-12-05,,08079,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-012022-09-05080801,0808012022-09-01,,08080,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-062022-10-02080801,0808012022-09-06,,08080,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-012022-09-05080811,0808112022-09-01,,08081,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-062022-10-02080811,0808112022-09-06,,08081,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-062022-10-02080812,0808122022-09-06,,08081,,,                                                                                                                                                                                                                                                                                         
6000092102AV008,2022-09-032022-09-03080821,0808212022-09-03,,08082,,,                                                                                                                                                                                                                                                                                         
6000092102AV008,2022-09-042022-10-02080821,0808212022-09-04,,08082,,,                                                                                                                                                                                                                                                                                         
6000092102AV008,2022-09-042022-10-02080822,0808222022-09-04,,08082,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-012022-09-05080851,0808512022-09-01,,08085,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-062022-12-10080851,0808512022-09-06,,08085,,,                                                                                                                                                                                                                                                                                         
7840071801AV008,2022-09-012022-12-10080871,0808712022-09-01,,08087,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-09-012022-09-30080881,0808812022-09-01,,08088,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-032022-10-09080881,0808812022-10-03,,08088,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-102022-10-16080881,0808812022-10-10,,08088,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-172022-10-30080881,0808812022-10-17,,08088,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-312022-11-06080881,0808812022-10-31,,08088,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-072022-11-13080881,0808812022-11-07,,08088,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-142022-12-04080881,0808812022-11-14,,08088,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-12-052022-12-09080881,0808812022-12-05,,08088,,,                                                                                                                                                                                                                                                                                         
9210260000AV008,2022-09-012022-09-03080931,0809312022-09-01,,08093,,,                                                                                                                                                                                                                                                                                         
9210260000AV008,2022-09-042022-10-02080931,0809312022-09-04,,08093,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-09-012022-09-30080981,0809812022-09-01,,08098,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-012022-10-09080981,0809812022-10-01,,08098,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-102022-10-16080981,0809812022-10-10,,08098,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-172022-10-30080981,0809812022-10-17,,08098,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-312022-11-06080981,0809812022-10-31,,08098,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-072022-11-13080981,0809812022-11-07,,08098,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-142022-12-04080981,0809812022-11-14,,08098,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-12-052022-12-11080981,0809812022-12-05,,08098,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-012022-09-05081001,0810012022-09-01,,08100,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-062022-09-09081001,0810012022-09-06,,08100,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-102022-09-11081001,0810012022-09-10,,08100,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-172022-09-18081001,0810012022-09-17,,08100,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-122022-09-16081002,0810022022-09-12,,08100,,,                                                                                                                                                                                                                                                                                         
6000037300AV008,2022-09-192022-10-02081002,0810022022-09-19,,08100,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-012022-09-05081011,0810112022-09-01,,08101,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-062022-09-09081011,0810112022-09-06,,08101,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-122022-09-16081011,0810112022-09-12,,08101,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-192022-10-02081011,0810112022-09-19,,08101,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-102022-09-11081012,0810122022-09-10,,08101,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-172022-09-18081012,0810122022-09-17,,08101,,,                                                                                                                                                                                                                                                                                         
6000092102AV008,2022-09-012022-09-03081021,0810212022-09-01,,08102,,,                                                                                                                                                                                                                                                                                         
6000092102AV008,2022-09-042022-10-02081021,0810212022-09-04,,08102,,,                                                                                                                                                                                                                                                                                         
9210260000AV008,2022-09-012022-09-03081031,0810312022-09-01,,08103,,,                                                                                                                                                                                                                                                                                         
9210260000AV008,2022-09-042022-10-02081031,0810312022-09-04,,08103,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-012022-09-30081091,0810912022-09-01,,08109,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-012022-12-11081091,0810912022-10-01,,08109,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-012022-09-24081092,0810922022-09-01,,08109,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-012022-12-11081092,0810922022-10-01,,08109,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-012022-09-05081111,0811112022-09-01,,08111,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-062022-09-09081111,0811112022-09-06,,08111,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-122022-09-16081111,0811112022-09-12,,08111,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-192022-10-02081111,0811112022-09-19,,08111,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-102022-09-11081112,0811122022-09-10,,08111,,,                                                                                                                                                                                                                                                                                         
3730060000AV008,2022-09-172022-09-18081112,0811122022-09-17,,08111,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-09-012022-09-30081181,0811812022-09-01,,08118,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-032022-10-09081181,0811812022-10-03,,08118,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-102022-10-16081181,0811812022-10-10,,08118,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-172022-10-30081181,0811812022-10-17,,08118,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-10-312022-11-06081181,0811812022-10-31,,08118,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-072022-11-13081181,0811812022-11-07,,08118,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-11-142022-12-04081181,0811812022-11-14,,08118,,,                                                                                                                                                                                                                                                                                         
1060017000AV008,2022-12-052022-12-09081181,0811812022-12-05,,08118,,,                                                                                                                                                                                                                                                                                         
9210260000AV008,2022-09-012022-09-03081231,0812312022-09-01,,08123,,,                                                                                                                                                                                                                                                                                         
9210260000AV008,2022-09-042022-10-02081231,0812312022-09-04,,08123,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-012022-09-09081251,0812512022-09-01,,08125,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-102022-09-11081251,0812512022-09-10,,08125,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-122022-09-16081251,0812512022-09-12,,08125,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-172022-09-18081251,0812512022-09-17,,08125,,,                                                                                                                                                                                                                                                                                         
5100354413AV008,2022-09-192022-12-10081251,0812512022-09-19,,08125,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-012022-09-09081291,0812912022-09-01,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-112022-09-23081291,0812912022-09-11,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-252022-09-30081291,0812912022-09-25,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-012022-10-07081291,0812912022-10-01,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-092022-10-21081291,0812912022-10-09,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-232022-11-11081291,0812912022-10-23,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-11-132022-12-11081291,0812912022-11-13,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-102022-09-10081292,0812922022-09-10,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-242022-09-24081292,0812922022-09-24,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-082022-10-08081292,0812922022-10-08,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-10-222022-10-22081292,0812922022-10-22,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-11-122022-11-12081292,0812922022-11-12,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-102022-09-10081293,0812932022-09-10,,08129,,,                                                                                                                                                                                                                                                                                         
1700010600AV008,2022-09-242022-09-24081293,0812932022-09-24,,08129,,,                                                                                                                                                                                                                                                                                         
